緯度,經度,案件編號,立案案號
22.9884594,120.2080528, UN201511200164 , A-TB-2015-63884 
22.9995253,120.2091303, UN201511200172 , A-TB-2015-63890 
22.9899602,120.1688989, UN201511200186 , A-TB-2015-63900 
23.0396415,120.2387527, UN201511200206 , A-TB-2015-63916 
22.992244,120.2108406, UN201511200221 , A-TB-2015-63927 
22.9983019,120.1994029, UN201511200223 , A-TB-2015-63930 
22.993104,120.2090726, UN201511200224 , A-TB-2015-63932 
22.9819245,120.2038727, UN201511200237 , A-TB-2015-63939 
23.0025258,120.1643149, UN201511200243 , A-TB-2015-63944 
23.0084944,120.2307992, UN201511200246 , A-TB-2015-63945 
22.9976603,120.2105929, UN201511200247 , A-TB-2015-63951 
22.9863672,120.2089262, UN201511200248 , A-TB-2015-63947 
22.9994798,120.2112757, UN201511200253 , A-TB-2015-63952 
22.9867747,120.1986997, UN201511200273 , A-TB-2015-63964 
23.0039439,120.1995541, UN201511200279 , A-TB-2015-63966 
22.991449,120.2128664, UN201511200288 , A-TB-2015-63973 
23.0066746,120.2102373, UN201511200301 , A-TB-2015-63976 
22.9933632,120.2282706, UN201511200306 , A-TB-2015-63980 
22.9972758,120.2106438, UN201511200308 , A-TB-2015-63988 
22.9972758,120.2106438, UN201511200309 , A-TB-2015-63989 
22.9972758,120.2106438, UN201511200311 , A-TB-2015-63990 
22.9933349,120.2282271, UN201511200315 , A-TB-2015-63983 
22.9860491,120.242496, UN201601010030 , 同案件A-TB-2016-18 
22.9860491,120.242496, UN201601010031 , A-TB-2016-18 
22.9860491,120.242496, UN201601010032 , 同案件A-TB-2016-18 
22.9813302,120.2220084, UN201601010040 , A-TB-2016-21 
23.004104,120.2188867, UN201601010043 , A-TB-2016-25 
23.004694,120.2187145, UN201601010045 , A-TB-2016-27 
22.9853827,120.2330151, UN201601010063 , A-TB-2016-46 
22.9936679,120.2266959, UN201601010076 , A-TB-2016-47 
22.9936679,120.2266959, UN201601010077 , 同A-TB-2016-47 
22.9936679,120.2266959, UN201601010078 , 同A-TB-2016-47 
23.035889,120.3083179, UN201601010105 , A-TB-2016-61 
22.991482,120.225928, UN201601010111 , A-TB-2016-62 
23.0101081,120.2105112, UN201601010113 , A-TB-2016-65 
22.982233,120.1840807, UN201601010116 , A-TB-2016-67 
22.9824568,120.1855495, UN201601010119 , 同A-TB-2016-67 
22.9967826,120.2224231, UN201601010140 , A-TB-2016-79 
22.9968325,120.1972877, UN201601010141 , A-TB-2016-78 
22.9781138,120.2139533, UN201601010154 , A-TB-2016-85 
23.0111962,120.2465889, UN201601010164 , A-TB-2016-96 
22.9870306,120.2232283, UN201601010166 , A-TB-2016-98 
22.9930438,120.2061434, UN201601010179 , A-TB-2016-107 
22.9969738,120.1823635, UN201601010181 , A-TB-2016-104 
22.9865746,120.190273, UN201601010183 , A-TB-2016-102 
23.0022852,120.1620373, UN201601010184 , A-TB-2016-100 
23.0157673,120.2291274, UN201601010191 , A-TB-2016-108 
23.0004496,120.1543358, UN201601010201 , A-TB-2016-112 
22.992816,120.1724559, UN201601010216 , A-TB-2016-125 
22.9938187,120.1977613, UN201601010218 , A-TB-2016-120 
23.0232878,120.21858, UN201601010225 , A-TB-2016-126 
22.9664967,120.294692, UN201601010226 , A-TB-2016-128 
23.0087277,120.223189, UN201601010231 , A-TB-2016-131 
22.9723199,120.2368424, UN201601010239 , A-TB-2016-135 
22.9887149,120.1958891, UN201601010240 , A-TB-2016-137 
23.3217818,120.4021425, UN201601010241 , A-TB-2016-138 
22.9987331,120.205378, UN201601010245 , A-TB-2016-140 
22.9826132,120.2193412, UN201601010251 , A-TB-2016-147 
22.988706,120.2268431, UN201601010259 , A-TB-2016-155 
22.9842341,120.1988889, UN201601010261 , A-TB-2016-153 
22.983793,120.1986846, UN201601010262 , 
22.9826132,120.2193412, UN201601010266 , A-TB-2016-154 
23.0158041,120.2290935, UN201601010267 , A-TB-2016-156 
22.9920332,120.2105536, UN201601010270 , A-TB-2016-160 
22.985214,120.1972189, UN201601010272 , A-TB-2016-158 
23.0233136,120.2185369, UN201601010276 , A-TB-2016-163 
23.0124742,120.2311973, UN201601010277 , A-TB-2016-164 
22.9805731,120.2179328, UN201601010278 , A-TB-2016-162 
22.9952511,120.2182157, UN201601010284 , A-TB-2016-167 
22.9828981,120.2225647, UN201601010286 , A-TB-2016-168 
22.9724666,120.2373741, UN201601010291 , A-TB-2016-173 
23.0167766,120.2286522, UN201601010295 , A-TB-2016-174 
23.0025475,120.1981527, UN201601010299 , A-TB-2016-177 
22.9968325,120.1972877, UN201601010313 , A-TB-2016-186 
23.0661005,120.2155702, UN201601020005 , A-TB-2016-208 
23.0661005,120.2155702, UN201601020008 , 同A-TB-2016-208 
23.0540769,120.1702454, UN201601020024 , A-TB-2016-221 
22.9990297,120.168674, UN201601020025 , A-TB-2016-220 
22.985412,120.1760292, UN201601020027 , A-TB-2016-225 
22.9920332,120.2105536, UN201601020028 , A-TB-2016-224 
23.0267145,120.2572673, UN201601020029 , A-TB-2016-227 
22.9616224,120.2306448, UN201601020039 , A-TB-2016-232 
22.9723899,120.2211372, UN201601020044 , A-TB-2016-234 
23.0126521,120.2040466, UN201601020052 , A-TB-2016-236 
22.9924751,120.2060698, UN201601020053 , A-TB-2016-235 
23.0002334,120.2246212, UN201601020055 , A-TB-2016-237 
23.0002334,120.2246212, UN201601020056 , 同案件A-TB-2016-237 
22.973475,120.217836, UN201601020061 , A-TB-2016-239 
22.9735836,120.2175469, UN201601020062 , 同案件A-TB-2016-239 
22.9735836,120.2175469, UN201601020063 , 同案件A-TB-2016-239 
22.9942164,120.2096377, UN201601020065 , A-TB-2016-242 
22.9756924,120.2225477, UN201601020066 , A-TB-2016-247 
23.0011711,120.1961453, UN201601020074 , A-TB-2016-246 
23.0162751,120.2011464, UN201601020079 , A-TB-2016-253 
23.1323923,120.2967412, UN201601020090 , A-TB-2016-256 
22.9903729,120.1951382, UN201601020096 , A-TB-2016-258 
22.9971831,120.2125774, UN201601020099 , A-TB-2016-292 
22.9980827,120.1979021, UN201601020100 , A-TB-2016-260 
22.9686599,120.2312994, UN201601020104 , A-TB-2016-263 
22.9991084,120.1980719, UN201601020110 , A-TB-2016-267 
22.9930201,120.1988366, UN201601020118 , A-TB-2016-272 
22.9930201,120.1988366, UN201601020119 , 同案件A-TB-2016-272 
22.9934474,120.2093173, UN201601020124 , A-TB-2016-275 
22.9828849,120.2056027, UN201601020134 , A-TB-2016-276 
22.9934474,120.2093173, UN201601020139 , A-TB-2016-285 
22.9890622,120.204325, UN201601020144 , A-TB-2016-288 
22.9934474,120.2093173, UN201601020147 , A-TB-2016-286 
22.9703591,120.227391, UN201601020164 , A-TB-2016-296 
23.0001901,120.195659, UN201601020168 , A-TB-2016-299 
23.0001901,120.195659, UN201601020169 , 同A-TB-2016-299 併案 
23.0001901,120.195659, UN201601020170 , 同A-TB-2016-299 併案 
22.9747659,120.1914734, UN201601020171 , A-TB-2016-301 
23.0001901,120.195659, UN201601020172 , 同A-TB-2016-299 併案 
22.974714,120.224088, UN201601020174 , A-TB-2016-300 
22.9703591,120.227391, UN201601020179 , A-TB-2016-303 
22.9930712,120.2092304, UN201601020181 , A-TB-2016-304 
23.0092215,120.1853647, UN201601020188 , A-TB-2016-308 
22.9963061,120.2021065, UN201601020191 , A-TB-2016-311 
22.9723476,120.2209345, UN201601020195 , A-TB-2016-313 
22.9983243,120.176134, UN201601020198 , A-TB-2016-315 
23.0094387,120.2194431, UN201601020199 , A-TB-2016-317 
23.0094387,120.2194431, UN201601020200 , 同A-TB-2016-317 併案 
23.0094387,120.2194431, UN201601020201 , 同A-TB-2016-317 併案 
22.9965584,120.1922086, UN201601020203 , A-TB-2016-319 
22.9933676,120.2094721, UN201601020206 , A-TB-2016-322 
22.9932498,120.2091667, UN201601020207 , A-TB-2016-324 
22.9926425,120.2219773, UN201601020211 , A-TB-2016-332 
22.998449,120.200221, UN201601020213 , A-TB-2016-330 
23.1771519,120.247483, UN201601020217 , A-TB-2016-329 
23.0221652,120.1887424, UN201601020219 , A-TB-2016-331 
23.182452,120.247798, UN201601020223 , A-TB-2016-338 
22.9829816,120.2196288, UN201601020224 , A-TB-2016-340 
23.0094387,120.2194431, UN201601020225 , A-TB-2016-343 
22.9939617,120.2095661, UN201601020234 , A-TB-2016-337 
22.9930876,120.2091515, UN201601020236 , A-TB-2016-339 
22.9844042,120.2055963, UN201601020238 , A-TB-2016-341 
23.0089493,120.2230263, UN201601020239 , A-TB-2016-342 
22.9901381,120.2099527, UN201601020242 , A-TB-2016-345 
22.9901381,120.2099527, UN201601020243 , 
22.9901381,120.2099527, UN201601020244 , 同A-TB-2016-345併案 
22.9901381,120.2099527, UN201601020245 , 同A-TB-2016-345併案 
22.9901381,120.2099527, UN201601020248 , A-TB-2016-350 
22.9812022,120.2120722, UN201601020254 , A-TB-2016-354 
22.9880457,120.191551, UN201601020255 , A-TB-2016-355 
22.986859,120.1899184, UN201601020263 , A-TB-2016-361 
22.9776873,120.1921739, UN201601020265 , A-TB-2016-362 
22.9805187,120.207189, UN201601020266 , A-TB-2016-363 
23.0811089,120.294437, UN201601020268 , A-TB-2016-365 
22.9988205,120.1724353, UN201601020272 , A-TB-2016-369 
23.0134225,120.2382795, UN201601030033 , A-TB-2016-393 
22.9858023,120.2191365, UN201601030035 , A-TB-2016-394 
22.9823103,120.2171676, UN201601030037 , A-TB-2016-396 
22.9823103,120.2171676, UN201601030038 , 同A-TB-2016-396 
22.9823103,120.2171676, UN201601030039 , 同A-TB-2016-396 
22.9791296,120.2226612, UN201601030045 , A-TB-2016-399 
22.9944112,120.2092945, UN201601030050 , A-TB-2016-402 
22.9853237,120.200521, UN201601030054 , A-TB-2016-404 
22.9968509,120.1758848, UN201601030055 , A-TB-2016-405 
22.9922278,120.2031734, UN201601030057 , A-TB-2016-407 
22.9883662,120.1978913, UN201601030062 , A-TB-2016-410 
22.9970403,120.1715945, UN201601030063 , A-TB-2016-412 
22.9865746,120.190273, UN201601030066 , A-TB-2016-414 
23.177827,120.253394, UN201601030068 , A-TB-2016-415 
22.9729584,120.2175766, UN201601030071 , A-TB-2016-419 
23.0018081,120.1994436, UN201601030073 , A-TB-2016-421 
22.9834707,120.1999355, UN201601030079 , A-TB-2016-425 
22.9842792,120.198913, UN201601030083 , 同A-TB-2016-425 
23.0127655,120.2001624, UN201601030085 , A-TB-2016-426 
22.975798,120.212879, UN201601030088 , A-TB-2016-428 
23.010045,120.208552, UN201601030096 , A-TB-2016-430 
23.0097659,120.1863784, UN201601030101 , A-TB-2016-433 
22.9928008,120.2108428, UN201601030106 , A-TB-2016-438 
22.9894944,120.1924764, UN201601030107 , A-TB-2016-439 
22.9912525,120.1955972, UN201601030109 , A-TB-2016-441 
22.973695,120.2445638, UN201601030123 , A-TB-2016-446 
22.9899547,120.2048633, UN201601030138 , A-TB-2016-452 
23.014464,120.209956, UN201601030147 , A-TB-2016-456 
23.0433031,120.195504, UN201601030152 , A-TB-2016-462 
22.988259,120.234359, UN201601030158 , A-TB-2016-468 
23.0108768,120.2006239, UN201601030159 , A-TB-2016-467 
23.0182209,120.27817, UN201601030160 , A-TB-2016-469 
22.9920332,120.2105536, UN201601030162 , A-TB-2016-471 
22.9793939,120.2077857, UN201601030164 , A-TB-2016-472 
22.9793068,120.2083756, UN201601030165 , A-TB-2016-473 
22.9934001,120.2093064, UN201601030177 , A-TB-2016-479 
22.9739701,120.1952116, UN201601030179 , A-TB-2016-481 
22.9906937,120.1697915, UN201601030194 , A-TB-2016-490 
22.9996142,120.2295121, UN201601040203 , A-TB-2016-495 
22.9864734,120.2164543, UN201601040207 , A-TB-2016-497 
22.98139,120.2079792, UN201601040209 , A-TB-2016-500 
23.0079799,120.2268778, UN201601040213 , A-TB-2016-502 
23.3096669,120.3081238, UN201601040247 , A-TB-2016-520 
22.9864734,120.2164543, UN201601040250 , A-TB-2016-528 
22.9783289,120.2360872, UN201601040251 , A-TB-2016-534 
23.3068321,120.3128669, UN201601040253 , A-TB-2016-540 
23.3068321,120.3128669, UN201601040254 , 同A-TB-2016-540 
22.9900776,120.2367221, UN201601040258 , A-TB-2016-539 
22.9920332,120.2105536, UN201601040272 , A-TB-2016-532 
23.0055636,120.2368671, UN201601040296 , A-TB-2016-544 
22.9967371,120.2069729, UN201601040308 , A-TB-2016-554 
22.9967371,120.2069729, UN201601040310 , 同A-TB-2016-554 
22.9965071,120.210834, UN201601040319 , A-TB-2016-551 
22.9861153,120.2173034, UN201601040343 , A-TB-2016-565 
23.0745631,120.2932656, UN201601040344 , A-TB-2016-566 
23.0011711,120.1961453, UN201601040367 , A-TB-2016-583 
23.0008446,120.1962722, UN201601040368 , 同A-TB-2016-583 
23.0314642,120.2600127, UN201601040396 , A-TB-2016-591 
23.0337658,120.245643, UN201601040398 , A-TB-2016-612 
23.015039,120.2052205, UN201601040405 , A-TB-2016-606 
23.0135496,120.2035535, UN201601040408 , A-TB-2016-609 
23.0276334,120.2619287, UN201601040414 , A-TB-2016-605 
23.012774,120.2169668, UN201601040433 , A-TB-2016-636 
23.0122152,120.2392865, UN201601040434 , A-TB-2016-638 
23.0132,120.212645, UN201601040435 , 同A-TB-2016-636 
22.9676293,120.2108105, UN201601040442 , A-TB-2016-644 
22.9848344,120.2063155, UN201601040457 , A-TB-2016-637 
23.0645351,120.2944186, UN201601040462 , A-TB-2016-640 
23.0214141,120.223213, UN201601040470 , A-TB-2016-658 
22.9809888,120.2176722, UN201601040472 , A-TB-2016-657 
22.9821086,120.2248668, UN201601040482 , A-TB-2016-666 
22.9821086,120.2248668, UN201601040483 , 同A-TB-2016-666併案 
22.9833873,120.2151188, UN201601040485 , A-TB-2016-667 
22.994234,120.215912, UN201601040510 , A-TB-2016-683 
22.9920524,120.1893325, UN201601040512 , A-TB-2016-689 
22.981974,120.204977, UN201601040513 , A-TB-2016-682 
23.3086999,120.3057779, UN201601040514 , A-TB-2016-690 
22.9611243,120.2875713, UN201601040517 , A-TB-2016-691 
22.9805187,120.207189, UN201601040519 , A-TB-2016-692 
22.9916869,120.2105063, UN201601040520 , A-TB-2016-688 
22.99495,120.207742, UN201601040529 , A-TB-2016-733 
22.9928752,120.2117543, UN201601040533 , A-TB-2016-698 
22.9930876,120.2091515, UN201601040534 , A-TB-2016-699 
22.9978341,120.2092397, UN201601040540 , 同案件A-TB-2016-702 
22.9978341,120.2092397, UN201601040542 , A-TB-2016-702 
22.971308,120.227329, UN201601040553 , A-TB-2016-707 
22.971308,120.227329, UN201601040556 , 同案件A-TB-2016-707 
22.971308,120.227329, UN201601040558 , 同案件A-TB-2016-707 
22.971308,120.227329, UN201601040559 , 同案件A-TB-2016-707 
22.971308,120.227329, UN201601040560 , 同案件A-TB-2016-707 
22.992343,120.1661777, UN201601040563 , A-TB-2016-712 
22.9925927,120.1661349, UN201601040564 , A-TB-2016-713 
22.9949072,120.164566, UN201601040567 , A-TB-2016-716 
22.9945061,120.1660617, UN201601040569 , A-TB-2016-720 
22.9904087,120.2091202, UN201601040583 , A-TB-2016-725 
22.9960235,120.200847, UN201601040585 , A-TB-2016-729 
22.9905527,120.1699016, UN201601040590 , A-TB-2016-740 
22.9905527,120.1699016, UN201601040591 , 同A-TB-2016-740 
22.9967453,120.1710151, UN201601040592 , A-TB-2016-732 
22.9907067,120.1697228, UN201601040593 , A-TB-2016-742 
22.9866426,120.1901909, UN201601050003 , A-TB-2016-745 
22.9953679,120.1927552, UN201601050011 , A-TB-2016-817 
22.9834799,120.1991029, UN201601050015 , A-TB-2016-753 
22.9472546,120.2574408, UN201601050018 , A-TB-2016-826 
23.0325282,120.2469829, UN201601050023 , A-TB-2016-751 
22.975966,120.2225307, UN201601050036 , A-TB-2016-757 
23.0337658,120.245643, UN201601050045 , A-TB-2016-764 
22.9968501,120.2070889, UN201601050059 , A-TB-2016-774 
22.9968501,120.2070889, UN201601050060 , 同A-TB-2016-774 併案 
22.9962856,120.2063307, UN201601050066 , A-TB-2016-781 
23.3106356,120.3130844, UN201601050067 , A-TB-2016-784 
22.998965,120.195284, UN201601050087 , A-TB-2016-788 
23.305229,120.316996, UN201601050097 , A-TB-2016-792 
22.994506,120.209613, UN201601050112 , A-TB-2016-795 
23.0645351,120.2944186, UN201601050115 , A-TB-2016-798 
22.9899421,120.2003505, UN201601050124 , A-TB-2016-803 
23.0220798,120.1869329, UN201601050129 , A-TB-2016-807 
22.989773,120.211668, UN201601050133 , A-TB-2016-808 
23.0409533,120.2407158, UN201601050141 , A-TB-2016-809 
22.9812689,120.205592, UN201601050143 , A-TB-2016-812 
22.989164,120.1674576, UN201601050149 , A-TB-2016-814 
23.0406767,120.2405424, UN201601050154 , A-TB-2016-818 
22.9857402,120.2186385, UN201601050155 , A-TB-2016-820 
22.9959089,120.2047321, UN201601050156 , A-TB-2016-854 
22.9860124,120.2204843, UN201601050161 , A-TB-2016-823 
22.9860124,120.2204843, UN201601050162 , 同A-TB-2016-823 
22.9864734,120.2164543, UN201601050166 , A-TB-2016-830 
22.993483,120.2066913, UN201601050174 , A-TB-2016-849 
22.9771042,120.2281509, UN201601050184 , A-TB-2016-852 
23.0194122,120.2281084, UN201601050192 , A-TB-2016-863 
22.9869953,120.1677644, UN201601050194 , A-TB-2016-860 
23.0645351,120.2944186, UN201601050213 , A-TB-2016-880 
22.9672946,120.2274146, UN201601050214 , A-TB-2016-876 
22.9672946,120.2274146, UN201601050216 , 同A-TB-2016-876 併案 
22.9671848,120.227414, UN201601050217 , A-TB-2016-878 
22.9986035,120.2259343, UN201601050236 , A-TB-2016-888 
22.9759149,120.2247629, UN201601050249 , A-TB-2016-893 
22.981974,120.204977, UN201601050253 , A-TB-2016-895 
22.9990543,120.210508, UN201601050254 , A-TB-2016-897 
23.0205451,120.224865, UN201601050258 , A-TB-2016-903 
22.9949194,120.2086246, UN201601050264 , A-TB-2016-913 
22.981974,120.204977, UN201601050268 , A-TB-2016-908 
22.973827,120.220684, UN201601050273 , A-TB-2016-914 
22.9930046,120.1754746, UN201601050274 , A-TB-2016-910 
22.9864734,120.2164543, UN201601050277 , A-TB-2016-916 
22.9865746,120.190273, UN201601050288 , A-TB-2016-924 
23.019307,120.224348, UN201601050297 , A-TB-2016-929 
23.039838,120.1885665, UN201601050316 , A-TB-2016-938 
22.9865612,120.2093115, UN201601050323 , A-TB-2016-940 
22.9953311,120.1969137, UN201601050347 , A-TB-2016-949 
22.9920332,120.2105536, UN201601050351 , A-TB-2016-950 
22.9674592,120.2942883, UN201601050352 , A-TB-2016-948 
22.9674592,120.2942883, UN201601050353 , 同案件A-TB-2016-948 
22.9674592,120.2942883, UN201601050354 , A-TB-2016-952 
23.0091479,120.2309955, UN201601050370 , A-TB-2016-975 
23.0091479,120.2309955, UN201601050371 , 同案件A-TB-2016-975 
22.9902432,120.2342918, UN201601050379 , A-TB-2016-977 
23.03264,120.304882, UN201601060004 , A-TB-2016-985 
23.0328103,120.3029755, UN201601060007 , A-TB-2016-988 
23.0376224,120.2423499, UN201601060024 , A-TB-2016-994 
23.304868,120.317289, UN201601060031 , A-TB-2016-1004 
22.9861169,120.2109177, UN201601060034 , A-TB-2016-1031 
23.009804,120.1851849, UN201601060035 , A-TB-2016-1009 
22.9992172,120.2308246, UN201601060037 , A-TB-2016-1049 
22.9991009,120.2307357, UN201601060048 , A-TB-2016-1008 
22.9868277,120.1977034, UN201601060052 , A-TB-2016-1016 
22.9963957,120.206228, UN201601060059 , A-TB-2016-1017 
22.9919699,120.2086419, UN201601060083 , A-TB-2016-1037 
22.9560181,120.217769, UN201601060091 , A-TB-2016-1040 
22.9976771,120.211063, UN201601060100 , A-TB-2016-1050 
23.0396927,120.2389066, UN201601060104 , A-TB-2016-1055 
22.968705,120.226853, UN201601060118 , A-TB-2016-1063 
22.9969549,120.1707109, UN201601060123 , A-TB-2016-1065 
22.9841279,120.2056813, UN201601060126 , A-TB-2016-1067 
22.9841307,120.199569, UN201601060131 , A-TB-2016-1073 
22.9837805,120.198083, UN201601060133 , A-TB-2016-1076 
22.9841279,120.2056813, UN201601060135 , A-TB-2016-1074 
22.9937013,120.2067438, UN201601060138 , A-TB-2016-1075 
22.9942164,120.2096377, UN201601060140 , A-TB-2016-1077 
23.0102278,120.2596594, UN201601060144 , A-TB-2016-1079 
22.998131,120.233355, UN201601060148 , A-TB-2016-1102 
22.9939617,120.2095661, UN201601060149 , A-TB-2016-1081 
22.983793,120.1986846, UN201601060171 , A-TB-2016-1088 
